symbol,weight,date,ttf_id,optimized_at
AVB,0.052062414,9/30/22,265,56:18.9
CPT,0.040088995,9/30/22,265,56:18.9
CRON,0.3,9/30/22,243,56:22.0
TLRY,0.259898901,9/30/22,243,56:22.0
ACB,0.228310107,9/30/22,243,56:22.0
CGC,0.211790992,9/30/22,243,56:22.0
ROG,0.269891245,9/30/22,217,56:25.2
HXL,0.188087962,9/30/22,217,56:25.2
HUN,0.173988286,9/30/22,217,56:25.2
AVNT,0.144415987,9/30/22,217,56:25.2
TSE,0.123131743,9/30/22,217,56:25.2
PCT,0.100484778,9/30/22,217,56:25.2
BLNK,0.292557799,9/30/22,230,56:28.3
EVGO,0.284277118,9/30/22,230,56:28.3
CHPT,0.232173503,9/30/22,230,56:28.3
VLTA,0.190991579,9/30/22,230,56:28.3
SWCH,0.111928387,9/30/22,210,56:32.5
AKAM,0.079051738,9/30/22,210,56:32.5
NTCT,0.078261715,9/30/22,210,56:32.5
CSCO,0.07470768,9/30/22,210,56:32.5
JNPR,0.059863861,9/30/22,210,56:32.5
RDWR,0.055066357,9/30/22,210,56:32.5
VIAV,0.054809919,9/30/22,210,56:32.5
NTGR,0.051212887,9/30/22,210,56:32.5
VRSN,0.050733479,9/30/22,210,56:32.5
FFIV,0.046699624,9/30/22,210,56:32.5
GDDY,0.046391355,9/30/22,210,56:32.5
UI,0.042994724,9/30/22,210,56:32.5
LITE,0.041941845,9/30/22,210,56:32.5
CIEN,0.041075085,9/30/22,210,56:32.5
ATEN,0.040060149,9/30/22,210,56:32.5
